statNm,addr,chgerType,useTime,lat,lng,output,limitYn,limitDetail
쌍촌일신아파트,광주광역시 서구 월드컵4강로 137,2,24시간 이용가능,35.1478578,126.8672638,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
봉선금호타운1차아파트,광주광역시 남구 봉선로133번길 4,2,24시간 이용가능,35.1228676,126.9089394,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
DY빌딩,광주광역시 서구 마륵복개로 91,2,24시간 이용가능,35.14617,126.8491793,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
남구주월골드클래스어반시티아파트,광주광역시 남구 서문대로812번길 4-8,2,24시간 이용가능,35.1307228,126.8998458,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
우산빛여울채,광주광역시 광산구 우산로 17,2,24시간 이용가능,35.1598238,126.8041467,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
에너지밸리풍경채퍼스트파크아파트,광주광역시 남구 도시첨단산업로 58,2,24시간 이용가능,35.0894042,126.8312251,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
송정우방아이유쉘,광주광역시 광산구 평동로1100번길 71,2,24시간 이용가능,35.131498,126.7856511,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
염주골프센터,광주광역시 서구 금화로 278,2,24시간 이용가능,35.1366355,126.8791689,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
신암마을새한센시빌아파트,광주광역시 서구 풍암순환로 54,2,24시간 이용가능,35.120703,126.8770687,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
화정대주피오레아파트,광주광역시 서구 화정로 126,2,24시간 이용가능,35.1448068,126.8704447,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
소촌동모아드림타운,광주광역시 광산구 소촌로86번길 17,2,24시간 이용가능,35.1523998,126.7945927,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
한국마사회광주지사,광주광역시 동구 구성로 257,2,24시간 이용가능,35.1574134,126.9185032,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
한국아델리움,광주광역시 서구 풍암순환로 135-1,2,24시간 이용가능,35.1227163,126.8834727,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
운남남양아파트,광주광역시 광산구 목련로219번길 45,2,24시간 이용가능,35.1740494,126.822618,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광명메이루즈,광주광역시 서구 풍암신흥로 18,2,24시간 이용가능,35.119484,126.8649139,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
무등파크맨션,광주광역시 남구 용대로 115,2,24시간 이용가능,35.1262622,126.9179413,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
김대중컨벤션센터,광주광역시 서구 상무누리로 30(치평동),2,24시간 이용가능,35.1467771,126.8404805,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
지산휴먼시아,광주광역시 동구 동명로69번길 20,2,24시간 이용가능,35.1524656,126.9284381,7.0,Y,거주자 외 이용불가
상무현대아파트,광주 서구 내방로 52,2,24시간 이용가능,35.1579449,126.8449222,7.0,Y,거주자 외 이용불가
상무1차라인동산,광주 서구 상무평화로 64,2,24시간 이용가능,35.1477338,126.8447324,7.0,Y,거주자 외 이용불가
해태아파트,광주광역시 서구 월드컵4강로226번길 14,2,24시간 이용가능,35.1555405,126.870544,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
삼능남양아파트,광주 서구 풍암순환로 86,2,24시간 이용가능,35.1207694,126.879856,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
EG스위트밸리,광주광역시 서구 화개중앙로87번길 16-1,2,24시간 이용가능,35.1281456,126.85132,7.0,Y,거주자 외 이용불가
주월동호반베르디움1차아파트,광주 남구 회재로1186번길 24,2,24시간 이용가능,35.1301764,126.891139,7.0,Y,거주자 외 이용불가
양우 내안애 프레스티지,광주 남구 대남대로223번길 10,2,24시간 이용가능,35.1337342,126.898295,7.0,Y,거주자 외 이용불가
송화마을 휴먼시아,광주 남구 노대실로 49,2,24시간 이용가능,35.1046434,126.9089141,7.0,Y,거주자 외 이용불가
송화마을 휴먼시아7단지,광주광역시 남구 노대실로 89,2,24시간 이용가능,35.1028015,126.9038598,7.0,Y,거주자 외 이용불가
고운하이플러스,광주광역시 남구 화산로73번길 3,2,24시간 이용가능,35.1134383,126.9037496,7.0,Y,거주자 외 이용불가
진월2차 진아하이빌,광주광역시 남구 화산로 75,2,24시간 이용가능,35.1139777,126.905096,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
새한아파트(진월동),광주광역시 남구 광복마을길 53,2,24시간 이용가능,35.1223899,126.896691,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광명그린아파트,광주광역시 남구 용대로 155,2,24시간 이용가능,35.1299028,126.9176758,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
봉선솔뫼렉스케이원아파트,광주 남구 봉선로 127,2,24시간 이용가능,35.1239002,126.909479,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
중흥동 영무예다음 아파트,광주광역시 북구 서방로40번길 13,2,24시간 이용가능,35.1720405,126.9173486,7.0,Y,거주자 외 이용불가
문흥현대2차아파트,광주 북구 대천로 195,2,24시간 이용가능,35.1915591,126.9243489,7.0,Y,거주자 외 이용불가
양산지구현진에버빌,광주광역시 북구 양산택지소로 20,2,24시간 이용가능,35.2136542,126.883593,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
첨단2지구중흥에스클레스,광주광역시 북구 첨단연신로 217,2,24시간 이용가능,35.2103057,126.859246,7.0,Y,거주자 외 이용불가
송정명지2차아파트,광주광역시 광산구 송도로320번길 16-15,2,24시간 이용가능,35.1402986,126.803794,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
송정동 상아아파트,광주광역시 광산구 도산신송길 31,2,24시간 이용가능,35.1345687,126.7914336,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
수완 대주피오레 6단지,광주광역시 광산구 수완로73번길 40,2,24시간 이용가능,35.1919384,126.8262873,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
은빛마을모아엘가아파트,광주 광산구 수완로33번길 76,2,24시간 이용가능,35.1875981,126.8240559,7.0,Y,거주자 외 이용불가
첨단단지대주APT,광주광역시 광산구 첨단중앙로 153,2,24시간 이용가능,35.2193202,126.8412425,7.0,Y,거주자 외 이용불가
첨단과학산업단지 2차우미아파트,광주광역시 광산구 임방울대로 673-13,2,24시간 이용가능,35.216724,126.830868,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
운남주공5단지아파트,광주광역시 광산구 하남대로 248-10,2,24시간 이용가능,35.1790618,126.818899,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
수완3단지 중흥에스-클래스,광주 광산구 풍영로145번길 18,2,24시간 이용가능,35.1851814,126.8126905,7.0,Y,거주자 외 이용불가
광주하남부영사랑으로3차아파트,광주광역시 광산구 하남대로 30,2,24시간 이용가능,35.1796071,126.795915,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
운남우방아이유쉘아파트,광주광역시 광산구 임방울대로 154-24,2,24시간 이용가능,35.1746902,126.8185757,7.0,Y,거주자 외 이용불가
양산사랑으로부영아파트,광주광역시 북구 양산택지소로 30,2,24시간 이용가능,35.2147396,126.8853149,7.0,Y,거주자 외 이용불가
신창동 모아미래도 아파트,광주광역시 광산구 북문대로419번길 27-7,2,24시간 이용가능,35.1932777,126.8484493,7.0,Y,거주자 외 이용불가
무등스위트맨션,광주광역시 동구 운림길 68,2,24시간 이용가능,35.1340294,126.9423116,7.0,Y,거주자 외 이용불가
일신프레뷰,광주 광산구 임방울대로826번길 22-22,2,24시간 이용가능,35.2167781,126.8481839,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
소태동온세계아이조움아파트,광주 동구 남문로 550,2,24시간 이용가능,35.1203479,126.9340194,7.0,Y,거주자 외 이용불가
유탑하늘세움아파트,광주 북구 하서로 71,2,24시간 이용가능,35.1829798,126.8798285,7.0,Y,거주자 외 이용불가
해솔마을 현진에버빌1단지,광주 광산구 장덕로 138,2,24시간 이용가능,35.1961389,126.8232527,7.0,Y,거주자 외 이용불가
화정금호2차아파트,광주 서구 염화로57번길 19,2,24시간 이용가능,35.1394337,126.8703126,7.0,Y,거주자 외 이용불가
금호하이빌,광주 서구 내방로343번길 19,2,24시간 이용가능,35.1589064,126.8779575,7.0,Y,거주자 외 이용불가
한양수자인리버뷰아파트,광주 북구 첨단연신로 184,2,24시간 이용가능,35.2132275,126.859151,7.0,Y,거주자 외 이용불가
광주 매곡호반2차,광주 북구 매곡로 64,2,24시간 이용가능,35.1909751,126.8938626,7.0,Y,거주자 외 이용불가
광주 우산주공2단지,광주 북구 면앙로31번길 10,2,24시간 이용가능,35.180245,126.9168968,7.0,Y,거주자 외 이용불가
현대아파트,광주 서구 내방로240번길 10,2,24시간 이용가능,35.1566875,126.8669389,7.0,Y,거주자 외 이용불가
광주 북구 삼익2차,광주 북구 설죽로336번길 21,2,24시간 이용가능,35.1898415,126.9018138,7.0,Y,거주자 외 이용불가
광주 한국아델리움2차,광주 남구 제석로80번안길 2,2,24시간 이용가능,35.1207935,126.911749,7.0,Y,거주자 외 이용불가
광주 진월동신흥3차,광주 남구 서문대로 614,2,24시간 이용가능,35.1137309,126.8979588,7.0,Y,거주자 외 이용불가
광주 농업회사법인 늘처음,광주 북구 양산로 206,2,24시간 이용가능,35.201411,126.8885482,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광주 첨단 부영 6차,광주 광산구 산월로 64,2,24시간 이용가능,35.2078901,126.8436456,7.0,Y,거주자 외 이용불가
광주 삼라마이다스,광주 북구 동운로 141,2,24시간 이용가능,35.1744497,126.8656664,7.0,Y,거주자 외 이용불가
광주 문흥라인동산 아파트,광주 북구 문산로 81-1,2,24시간 이용가능,35.1889157,126.9254483,7.0,Y,거주자 외 이용불가
광주 내방마을주공,광주 서구 화운로193번길 25,2,24시간 이용가능,35.1549112,126.87316,7.0,Y,거주자 외 이용불가
광주 문흥대주1차,광주 북구 평교로 42-1,2,24시간 이용가능,35.1810599,126.9260686,7.0,Y,거주자 외 이용불가
광주 일곡청솔3차,광주 북구 일곡마을로 225,2,24시간 이용가능,35.210932,126.8979844,7.0,Y,거주자 외 이용불가
광주 운암동현대아파트,광주 북구 대자실로 23,2,24시간 이용가능,35.1794969,126.8730916,7.0,Y,거주자 외 이용불가
광주 모아엘가더퍼스트,광주 광산구 단전둘레길 15,2,24시간 이용가능,35.1818845,126.7961267,7.0,Y,거주자 외 이용불가
광주 용두주공아파트,광주 북구 임방울대로1041번길 15,2,24시간 이용가능,35.2141278,126.868216,7.0,Y,거주자 외 이용불가
광주 진월삼익세라믹아파트,광주 남구 서문대로 660,2,24시간 이용가능,35.1181582,126.899617,7.0,Y,거주자 외 이용불가
광주 반도유보라더퍼스트,광주 남구 구성로8번길 6,2,24시간 이용가능,35.1516793,126.8964544,7.0,Y,거주자 외 이용불가
광주 운남주공3단지,광주 광산구 목련로 307-11,2,24시간 이용가능,35.1766507,126.826565,7.0,Y,거주자 외 이용불가
광주 경제고용진흥원,광주 광산구 하남산단8번로 177,2,24시간 이용가능,35.2096643,126.8152719,7.0,Y,거주자 외 이용불가
광주 유니버시아드 힐스테이트2단지,광주 서구 화정로 211,2,24시간 이용가능,35.145995,126.8785954,7.0,Y,거주자 외 이용불가
광주 금호동마재마을대주파크빌,광주 서구 화개1로24번길 9,2,24시간 이용가능,35.1281573,126.8571603,7.0,Y,거주자 외 이용불가
광주 운남7단지아파트,광주 광산구 목련로153번길 56,2,24시간 이용가능,35.1744477,126.8166986,7.0,Y,거주자 외 이용불가
광주 신일곡골드클래스아파트,광주 북구 설죽로 416,2,24시간 이용가능,35.1963178,126.9004979,7.0,Y,거주자 외 이용불가
광주 상무한국아파트,광주 서구 상무시민로 65,2,24시간 이용가능,35.1555082,126.8458901,7.0,Y,거주자 외 이용불가
광주 용봉한신아파트,광주광역시 북구 용봉택지로 16,2,24시간 이용가능,35.1785667,126.8882184,7.0,Y,거주자 외 이용불가
광주 양동센트럴뷰,광주 서구 발산로 36,2,24시간 이용가능,35.1583245,126.8949675,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광주 첨단일신아파트,광주 광산구 첨단중앙로181번길 42-14,2,24시간 이용가능,35.2215416,126.8378503,7.0,Y,거주자 외 이용불가
광주 현대삼환아파트,광주 서구 풍암1로 53,2,24시간 이용가능,35.1215545,126.8791537,7.0,Y,거주자 외 이용불가
광주 수완코오롱하늘채,광주 광산구 장덕로137번길 39,2,24시간 이용가능,35.1982877,126.8229215,7.0,Y,거주자 외 이용불가
광주 금호시영5단지아파트,광주 서구 운천로32번길 7,2,24시간 이용가능,35.1362374,126.8602086,7.0,Y,거주자 외 이용불가
광주 신성포레힐아파트,광주 북구 서강로 38,2,24시간 이용가능,35.1752117,126.8711495,7.0,Y,거주자 외 이용불가
광주 문흥해광한신 아파트,광주 북구 문산로 58,2,24시간 이용가능,35.1863532,126.9247508,7.0,Y,거주자 외 이용불가
광주 첨단라인3차,광주 광산구 임방울대로 727-5,2,24시간 이용가능,35.2181745,126.8370697,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광주 금호동진흥더블파크아파트,광주 서구 화개중앙로114번길 19,2,24시간 이용가능,35.1284308,126.8528291,7.0,Y,거주자 외 이용불가
광주 치평동금호4차아파트,광주 서구 상무공원로 61,2,24시간 이용가능,35.14829,126.8422557,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광주 소촌동 대화아파트,광주 광산구 어등대로647번길 43,2,24시간 이용가능,35.1457452,126.7941171,7.0,Y,거주자 외 이용불가
광주 송하삼익아파트,광주 남구 서문대로556번길 6,2,24시간 이용가능,35.1086958,126.8947107,7.0,Y,거주자 외 이용불가
광주 진월2차고운하이플러스,광주 남구 진제길 28,2,24시간 이용가능,35.1152264,126.9024123,7.0,Y,거주자 외 이용불가
광주 염주 현대아파트,광주 서구 월드컵4강로 22,2,24시간 이용가능,35.1393862,126.877381,7.0,Y,거주자 외 이용불가
광주 풍영리버빌,광주 광산구 수등로 287,2,24시간 이용가능,35.1880844,126.8388147,7.0,Y,거주자 외 이용불가
광주 명지맨션아파트,광주 남구 용대로 128,2,24시간 이용가능,35.1277905,126.919275,7.0,Y,거주자 외 이용불가
광주 주월현대아파트,광주 남구 회재로1186번길 52,2,24시간 이용가능,35.12754,126.8924089,7.0,Y,거주자 외 이용불가
광주 무등산골드클래스,광주 동구 학소로 109,2,24시간 이용가능,35.1297378,126.9319709,7.0,Y,거주자 외 이용불가
광주 소촌동온세계아이조움아파트,광주 광산구 소촌로152번길 20,2,24시간 이용가능,35.1576431,126.7937993,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광주 수완우미린2차,광주 광산구 왕버들로132번길 22,2,24시간 이용가능,35.2011326,126.8222176,7.0,Y,거주자 외 이용불가
광주 현대힐스테이트본촌,광주 북구 본촌마을길 157-22,2,24시간 이용가능,35.2184827,126.881832,7.0,Y,거주자 외 이용불가
광주 양림휴먼시아1단지,광주 남구 제중로 11,2,24시간 이용가능,35.1361707,126.9136746,7.0,Y,거주자 외 이용불가
광주 수완우미린1차아파트,광주 광산구 수완로33번길 22,2,24시간 이용가능,35.1891974,126.8271581,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광주 수완지구세영리첼아파트,광주 광산구 풍영로 294-23,2,24시간 이용가능,35.1989281,126.8170261,7.0,Y,거주자 외 이용불가
광주 매곡동대주피오레아파트,광주 북구 매곡로 93,2,24시간 이용가능,35.1930146,126.8902573,7.0,Y,거주자 외 이용불가
광주 금호호반리젠시빌5차아파트,광주 서구 화개1로78번길 8,2,24시간 이용가능,35.1306733,126.8555845,7.0,Y,거주자 외 이용불가
광주 상무대주1차아파트,광주 서구 상무공원로 94,2,24시간 이용가능,35.1531604,126.843163,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광주 진월동한국아델리움아파트,광주 남구 서문대로627번길 19,2,24시간 이용가능,35.1144735,126.8950979,7.0,Y,거주자 외 이용불가
광주 문흥동일신아파트,광주 북구 대천로 124-4,2,24시간 이용가능,35.184333,126.9199248,7.0,Y,거주자 외 이용불가
광주 금호동쌍용예가아파트,광주 서구 금화로 25,2,24시간 이용가능,35.1337963,126.8528737,7.0,Y,거주자 외 이용불가
광주 마재마을중흥1단지,광주광역시 서구 마재로 21,2,24시간 이용가능,35.1322304,126.8614141,7.0,Y,거주자 외 이용불가
광주 각화동글로벌아파트,광주 북구 월동로 88,2,24시간 이용가능,35.1786401,126.9385571,7.0,Y,거주자 외 이용불가
광주 신창유탑유블레이스리버뷰,광주 광산구 장신로 306-37,2,24시간 이용가능,35.1888445,126.8439423,7.0,Y,거주자 외 이용불가
광주 용봉3차현대아파트,광주 북구 저불로 80,2,24시간 이용가능,35.1818139,126.8963372,7.0,Y,거주자 외 이용불가
광주 봉선한국아델리움5차아파트,광주 남구 봉선중길 43,2,24시간 이용가능,35.1321404,126.9153949,7.0,Y,거주자 외 이용불가
광주 첨단쌍용아파트,광주 광산구 첨단중앙로181번길 21,2,24시간 이용가능,35.2197402,126.8398397,7.0,Y,거주자 외 이용불가
광주 계림두산위브아파트,광주 동구 무등로 374,2,24시간 이용가능,35.158783,126.9239979,7.0,Y,거주자 외 이용불가
광주 진월동호반스위트아파트,광주 남구 서문대로704번길 10,2,24시간 이용가능,35.1228736,126.8998246,7.0,Y,거주자 외 이용불가
광주 금호훼미리파크,광주 광산구 사암로95번길 42,2,24시간 이용가능,35.1545624,126.8028355,7.0,Y,거주자 외 이용불가
광주 금호타운풍암2단지아파트,광주 서구 풍암2로 66,2,24시간 이용가능,35.1213781,126.8815258,7.0,Y,거주자 외 이용불가
광주 농성SK뷰센트럴 아파트,광주 서구 상무대로1147번길 16,2,24시간 이용가능,35.1546005,126.8861538,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광주 운암블루시안2차,광주 북구 동운로 222,2,24시간 이용가능,35.1735443,126.873857,7.0,Y,거주자 외 이용불가
광주 광산엘리체레이크시티오피스텔,광주 광산구 용동길63번길 31,2,24시간 이용가능,35.1392989,126.7512993,7.0,Y,거주자 외 이용불가
신창7차부영아파트,광주 광산구 신창로35번길 54,2,24시간 이용가능,35.1901446,126.8332213,7.0,Y,거주자 외 이용불가
광주 삼각동모아호반아파트,광주 북구 설죽로370번길 27,2,24시간 이용가능,35.1941788,126.9009691,7.0,Y,거주자 외 이용불가
[HM]한국산업단지공단 광주지역본부 주차장,광주 북구 첨단과기로 313,4,24시간 이용가능,35.2289697,126.859209,50.0,Y,시설 상황에 따라 이용이 제한될 수 있음
[HM]한국산업단지공단 광주지역본부 제2주차장,광주 북구 첨단벤처로28번길 10,4,24시간 이용가능,35.2236649,126.8579807,100.0,Y,시설 상황에 따라 이용이 제한될 수 있음
한성2차아파트,광주 광산구 월곡산정로 96-21,2,24시간 이용가능,35.1643953,126.8131136,7.0,Y,거주자 외 이용불가
수완대방노블랜드,광주 광산구 수등로76번길 40,2,24시간 이용가능,35.183331,126.815908,7.0,Y,거주자 외 이용불가
한국아델리움57(101동),광주 광산구 첨단과기로 91-18,2,24시간 이용가능,35.2248359,126.8361963,7.0,Y,거주자 외 이용불가
한국아델리움57(102동),광주 광산구 첨단과기로 91-12,2,24시간 이용가능,35.2245427,126.8363563,7.0,Y,거주자 외 이용불가
임동한국아델리움1차,광주 북구 천변우로79번길 77,2,24시간 이용가능,35.1662302,126.8896463,7.0,Y,거주자 외 이용불가
광주 수완지구 대주 피오레 아파트,광주 광산구 풍영로170번길 39-25,2,24시간 이용가능,35.1888541,126.8147164,7.0,Y,거주자 외 이용불가
지산동진아하이빌자치회(아파트),광주 동구 지호로86번길 3,2,24시간 이용가능,35.1476018,126.9382534,7.0,Y,거주자 외 이용불가
유창허니문맨션,광주 북구 설죽로196번길 22,2,24시간 이용가능,35.1765822,126.8986173,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광주용봉2휴먼시아,광주 북구 설죽로148번길 10,2,24시간 이용가능,35.173375,126.8964977,7.0,Y,거주자 외 이용불가
봉선지웰아파트,광주 남구 봉선2로 51-1,2,24시간 이용가능,35.1268649,126.9118167,7.0,Y,거주자 외 이용불가
샌트럴시티오피스텔,광주 서구 시청로 77,2,24시간 이용가능,35.155536,126.8509376,7.0,Y,거주자 외 이용불가
풍암동한신아파트,광주 서구 풍암순환로 38,2,24시간 이용가능,35.1218833,126.8754018,7.0,Y,거주자 외 이용불가
첨단3-2차 호반리젠시빌아파트,광주 광산구 첨단중앙로68번길 100,2,24시간 이용가능,35.211094,126.8489194,7.0,Y,거주자 외 이용불가
케이원오피스타운,광주 서구 치평로 124,2,24시간 이용가능,35.1582928,126.8477894,7.0,Y,거주자 외 이용불가
수완1차부영아파트,광주 광산구 장덕로6번길 59,2,24시간 이용가능,35.1938963,126.8111199,7.0,Y,거주자 외 이용불가
랜드피아오피스텔자치위원회,광주 서구 상무중앙로 114,2,24시간 이용가능,35.1574418,126.8490638,7.0,Y,거주자 외 이용불가
백운동벽산아파트,광주 남구 독립로54번길 8,2,24시간 이용가능,35.138006,126.9018486,7.0,Y,거주자 외 이용불가
상무중흥2단지아파트,광주 서구 치평로 77,2,24시간 이용가능,35.1536917,126.844854,7.0,Y,거주자 외 이용불가
수완2차 골드클래스,광주 광산구 풍영로 285,2,24시간 이용가능,35.1963937,126.8149357,7.0,Y,거주자 외 이용불가
광주 화정동 골드클래스 주상복합,광주 서구 죽봉대로 17,2,24시간 이용가능,35.1541283,126.8821591,7.0,Y,거주자 외 이용불가
하남2지구 다사로움 2단지 아파트,광주 광산구 목련로 15,2,24시간 이용가능,35.1737898,126.7988048,7.0,Y,거주자 외 이용불가
송하동진아리채5차(2단지),광주 남구 원효천1길 5,2,24시간 이용가능,35.1054257,126.8821572,7.0,Y,거주자 외 이용불가
효성해링턴플레이스상무역아파트,광주광역시 서구 신기길 10,2,24시간 이용가능,35.1437137,126.8513742,7.0,Y,거주자 외 이용불가
도천1단지중흥파크맨션,광주 광산구 비아로62번길 7,2,24시간 이용가능,35.2198433,126.8178367,7.0,Y,거주자 외 이용불가
우미아파트,광주 광산구 월곡산정로 40,2,24시간 이용가능,35.1659029,126.8065376,7.0,Y,거주자 외 이용불가
상무힐스테이트아파트,광주 서구 상무대로911번길 42,2,24시간 이용가능,35.1551634,126.8620639,7.0,Y,거주자 외 이용불가
우미프라자 아파트,광주 북구 평교로18번길 50,2,24시간 이용가능,35.1780606,126.9272825,7.0,Y,거주자 외 이용불가
선운지구 해광 샹그릴라,광주 광산구 선운로 17,2,24시간 이용가능,35.1489451,126.7711418,7.0,Y,거주자 외 이용불가
광주운남주공6단지-1동,광주광역시 광산구 목련로153번길 134(운남동),2,24시간 이용가능,35.178748,126.815637,7.0,Y,거주자외 출입제한
광주운남주공6단지-5동,광주광역시 광산구 목련로153번길 134(운남동),2,24시간 이용가능,35.17793,126.816848,7.0,Y,거주자외 출입제한
광주운남주공6단지-10동,광주광역시 광산구 목련로153번길 134(운남동),2,24시간 이용가능,35.176886,126.815589,7.0,Y,거주자외 출입제한
광주운남주공6단지-12동,광주광역시 광산구 목련로153번길 134(운남동),2,24시간 이용가능,35.178062,126.815375,7.0,Y,거주자외 출입제한
모아 P1,광주광역시 서구 금화로149번길 27(금호동),2,24시간 이용가능,35.134855,126.862735,7.0,Y,거주자외 출입제한
모아 P2,광주광역시 서구 금화로149번길 27(금호동),2,24시간 이용가능,35.134855,126.862736,7.0,Y,거주자외 출입제한
용두주공,광주광역시 북구 임방울대로1041번길 15,2,24시간 이용가능,35.213576,126.87047,7.0,Y,거주자외 출입제한
용두주공 P3,광주광역시 북구 임방울대로1041번길 15,2,24시간 이용가능,35.213576,126.870471,7.0,Y,거주자외 출입제한
용두주공 P10,광주광역시 북구 임방울대로1041번길 15,2,24시간 이용가능,35.213576,126.870472,7.0,Y,거주자외 출입제한
벽산블루밍1단지-104동,광주광역시 북구 북문대로 89(운암동),2,24시간 이용가능,35.177245,126.876672,7.0,Y,거주자외 출입제한
벽산블루밍1단지-105동,광주광역시 북구 북문대로 89(운암동),2,24시간 이용가능,35.176691,126.877423,7.0,Y,거주자외 출입제한
벽산블루밍1단지-109동,광주광역시 북구 북문대로 89(운암동),2,24시간 이용가능,35.17601,126.877325,7.0,Y,거주자외 출입제한
도산대주파크빌1차-1주차장,광주광역시 광산구 송도로182번길 55,2,24시간 이용가능,35.129107,126.79634,7.0,Y,거주자외 출입제한
도산대주파크빌1차-2주차장,광주광역시 광산구 송도로182번길 55,2,24시간 이용가능,35.129107,126.796341,7.0,Y,거주자외 출입제한
연제한국아델리움-203동,광주광역시 북구 양산제로 30,2,24시간 이용가능,35.200564,126.871688,7.0,Y,거주자외 출입제한
연제한국아델리움-205동,광주광역시 북구 양산제로 30,2,24시간 이용가능,35.200958,126.87186,7.0,Y,거주자외 출입제한
포스코더샵-101동,광주광역시 남구 효사랑길 14,2,24시간 이용가능,35.121031,126.915319,7.0,Y,거주자외 출입제한
포스코더샵-102동,광주광역시 남구 효사랑길 14,2,24시간 이용가능,35.120934,126.915963,7.0,Y,거주자외 출입제한
포스코더샵-103동,광주광역시 남구 효사랑길 14,2,24시간 이용가능,35.12082,126.916843,7.0,Y,거주자외 출입제한
포스코더샵-104동,광주광역시 남구 효사랑길 14,2,24시간 이용가능,35.120364,126.917421,7.0,Y,거주자외 출입제한
포스코더샵-105동,광주광역시 남구 효사랑길 14,2,24시간 이용가능,35.120452,126.915191,7.0,Y,거주자외 출입제한
포스코더샵-106동,광주광역시 남구 효사랑길 14,2,24시간 이용가능,35.120338,126.91577,7.0,Y,거주자외 출입제한
포스코더샵-107동,광주광역시 남구 효사랑길 14,2,24시간 이용가능,35.120215,126.916596,7.0,Y,거주자외 출입제한
포스코더샵-108동,광주광역시 남구 효사랑길 14,2,24시간 이용가능,35.119794,126.915212,7.0,Y,거주자외 출입제한
포스코더샵-109동,광주광역시 남구 효사랑길 14,2,24시간 이용가능,35.11975,126.91636,7.0,Y,거주자외 출입제한
포스코더샵-110동,광주광역시 남구 효사랑길 14,2,24시간 이용가능,35.119232,126.915115,7.0,Y,거주자외 출입제한
포스코더샵-111동,광주광역시 남구 효사랑길 14,2,24시간 이용가능,35.119214,126.916112,7.0,Y,거주자외 출입제한
일곡엘리체프라임,광주광역시 북구 설죽로 419,2,24시간 이용가능,35.194427,126.89765,7.0,Y,거주자외 출입제한
LH전남_효천천년나무2단지,광주광역시 남구 효우2로 20,2,24시간 이용가능,35.126107,126.912681,7.0,Y,거주자외 출입제한
고실마을휴먼시아8단지/LH광주전남지역본부,광주광역시 광산구 풍영로330번길 15,2,24시간 이용가능,35.202043154075,126.8157017533,7.0,Y,거주자외 출입제한
일곡엘리체프라임2,광주광역시 북구 설죽로 419,2,09:00~18:00,35.1978149,126.8991214,7.0,Y,거주자외 출입제한
임동2단지한국아델리움,광주광역시 북구 천변우로79번길 25,2,24시간 이용가능,35.1660771,126.8876748,7.0,Y,거주자외 출입제한
화정해광상그릴라센트럴337,광주광역시 서구 내방로 337,2,24시간 이용가능,35.1577496,126.8775845,7.0,Y,거주자외 출입제한
신창사랑으로6차부영아파트,광주광역시 광산구 신창로35번길 20,2,24시간 이용가능,35.1902386,126.8354129,7.0,Y,거주자외 출입제한
광주효천LH천년나무2단지(LH광주전남지역본부),광주광역시 남구 효우2로 20,2,24시간 이용가능,35.102659104196,126.8897536923,7.0,Y,거주자외 출입제한
신일곡골드클래스아파트,광주광역시 북구 설죽로 416,2,24시간 이용가능,35.1963162,126.9004981,7.0,Y,거주자외 출입제한
진아리채아파트,광주광역시 남구 화산로 115,2,24시간 이용가능,35.115647244617,126.9085954325,7.0,Y,거주자외 출입제한
